Type,Age,Breed1,Breed2,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,State,VideoAmt,PetID,PhotoAmt,SentimentScore,SentimentMagnitude,HasName,DescWordCount,IsMixedBreed,AgeBin,IsFree,TotalMultimedia,SentimentImpact,AdoptionSpeed
2,2,266,0,1,1,7,0,1,1,2,1,2,1,1,0,3,0,d9033fea0,5,0.3,1.6,1,19,0,0,1,5.0,0.48,3
1,84,69,0,1,2,3,0,2,2,3,3,2,1,1,0,12,0,c37bb10fd,1,0.6,1.3,1,6,0,3,1,1.0,0.78,4
1,5,307,0,1,2,7,0,2,1,1,1,2,1,1,0,0,0,531452675,5,0.4,0.9,1,44,1,1,1,5.0,0.36000000000000004,4
1,3,307,0,2,1,7,0,2,1,1,1,2,1,1,0,12,1,12890e9dc,2,0.0,1.7,1,39,1,0,1,3.0,0.0,2
2,2,266,0,2,2,0,0,1,1,2,2,2,1,1,0,3,0,4f5f178e6,27,0.6,1.3,1,47,0,0,1,27.0,0.78,1
1,24,179,218,1,2,0,0,1,2,1,1,2,1,1,50,12,0,4106b7290,5,0.0,1.2,1,73,1,2,0,5.0,0.0,3
1,4,307,0,2,5,0,0,2,2,1,1,2,1,1,0,12,0,672bc370b,1,0.2,1.1,1,31,1,1,1,1.0,0.22000000000000003,3
2,2,265,0,3,1,4,6,2,2,2,1,3,1,9,0,12,0,abebcf1e4,5,0.1,0.1,0,38,0,0,1,5.0,0.010000000000000002,3
2,7,285,265,2,1,6,7,2,2,1,1,2,1,1,0,12,0,33dc6b53a,5,0.3,3.4,1,94,1,1,1,5.0,1.02,4
2,1,266,266,3,2,3,7,1,2,2,2,2,1,2,0,12,0,22051ab84,3,0.1,2.4,1,193,0,0,1,3.0,0.24,4
1,2,307,0,2,1,7,0,2,2,1,1,3,1,1,0,12,0,4d1d8655a,1,0.5,2.8,1,50,1,0,1,1.0,1.4,2
2,3,266,0,3,4,0,0,1,1,2,2,2,1,2,0,12,0,39e9ecb70,1,0.9,0.9,1,13,0,0,1,1.0,0.81,1
2,2,266,0,3,4,5,7,1,1,2,1,2,1,2,0,12,0,0cf645af3,3,0.5,3.1,1,68,0,0,1,3.0,1.55,1
1,65,182,0,2,5,0,0,1,1,1,1,1,1,1,0,3,0,57bf84005,1,0.9,0.9,0,30,0,3,1,1.0,0.81,2
1,12,307,0,2,2,7,0,1,1,1,1,1,1,1,0,3,0,13be42d0e,5,0.4,2.1,1,56,1,1,1,5.0,0.8400000000000001,4
1,18,75,0,1,2,0,0,1,1,1,1,1,1,1,0,3,0,c1ecd33ac,1,0.7,0.7,1,81,0,2,1,1.0,0.48999999999999994,1
2,3,266,0,1,1,7,0,1,1,2,2,2,1,2,0,1,0,2e3bfe5a9,9,0.4,1.8,1,63,0,0,1,9.0,0.7200000000000001,3
1,2,42,0,2,4,5,0,1,1,2,1,2,1,1,300,12,0,ec14446ba,9,0.4,4.8,1,58,0,0,0,9.0,1.92,2
1,12,83,0,2,3,0,0,2,2,1,1,3,1,1,300,9,0,586585da9,3,0.4,1.8,1,18,0,1,0,3.0,0.7200000000000001,1
2,2,292,266,3,7,0,0,1,1,2,2,2,1,2,0,6,0,e0ec9b89c,1,0.0,0.1,1,4,1,0,1,1.0,0.0,2
2,8,266,0,2,1,4,7,1,1,1,1,3,1,1,0,12,0,84c0ff0a2,2,0.3,1.6,1,37,0,1,1,2.0,0.48,3
2,24,266,0,3,1,2,7,1,1,3,3,2,1,3,0,3,0,af1bc9216,5,0.2,0.6,1,54,0,2,1,5.0,0.12,4
2,1,265,0,2,6,7,0,1,2,3,3,2,1,1,20,12,0,2c08a034c,6,0.3,2.0,0,56,0,0,0,6.0,0.6,2
1,2,307,0,1,2,3,7,2,1,2,2,2,1,1,0,3,0,b02f2fafa,2,0.3,2.5,1,108,1,0,1,2.0,0.75,0
2,4,266,0,1,1,0,0,2,1,1,1,1,2,1,0,12,0,dc1c9f8d5,5,0.5,2.8,1,55,0,1,1,5.0,1.4,3
2,4,265,266,3,2,6,0,1,2,2,2,2,1,2,0,3,0,f0cd0a4cc,2,0.0,1.0,0,78,1,1,1,2.0,0.0,3
2,1,266,0,1,7,0,0,1,1,2,2,2,1,1,0,12,0,b84058aa2,4,-0.1,1.5,1,59,0,0,1,4.0,-0.15000000000000002,1
1,4,141,0,2,1,2,7,2,1,2,1,2,1,4,0,12,0,476dc0901,2,0.3,2.4,1,93,0,1,1,2.0,0.72,4
2,12,266,250,2,1,0,0,2,1,2,1,1,1,1,0,12,0,d898de7ff,2,0.2,0.9,1,108,1,1,1,2.0,0.18000000000000002,3
1,2,307,0,1,5,7,0,2,1,2,1,2,1,1,0,12,0,605ca1a51,3,0.1,1.8,1,24,1,0,1,3.0,0.18000000000000002,3
1,2,307,0,1,1,2,7,2,2,2,2,2,1,1,0,12,0,e99eda1f6,3,0.5,2.1,1,33,1,0,1,3.0,1.05,4
1,2,307,0,2,1,7,0,2,2,2,2,2,1,1,0,9,0,d5052e2a9,1,0.1,4.7,1,120,1,0,1,1.0,0.47000000000000003,3
1,4,307,0,2,1,6,0,2,1,1,1,1,1,1,0,12,0,d99ea593a,2,0.4,5.8,1,82,1,1,1,2.0,2.32,4
1,8,307,0,2,1,2,0,2,1,1,1,1,1,1,0,3,0,b11ae7451,3,0.0,0.0,1,6,1,1,1,3.0,0.0,2
2,4,298,0,2,4,5,7,1,1,2,2,2,2,1,0,3,0,80bee180a,2,0.0,3.4,1,109,0,1,1,2.0,0.0,0
2,4,266,0,1,1,0,0,2,1,2,2,2,1,1,0,12,0,653b3e668,2,0.6,1.3,1,14,0,1,1,2.0,0.78,1
1,24,307,0,2,1,7,0,1,2,1,1,1,1,1,0,12,0,948a1a82c,3,0.7,2.9,1,25,1,2,1,3.0,2.03,4
2,1,266,0,2,1,2,4,3,2,2,1,3,1,1,0,12,0,5548fa6f4,4,0.0,0.0,1,142,0,0,1,4.0,0.0,2
1,3,307,0,2,2,0,0,2,1,1,1,2,1,1,0,3,0,10e26690b,7,0.2,1.2,1,35,1,0,1,7.0,0.24,3
2,2,266,0,1,1,7,0,2,1,2,1,2,1,1,0,3,0,6dcce539c,8,0.2,3.5,1,132,0,0,1,8.0,0.7000000000000001,3
2,2,266,0,1,4,7,0,1,2,2,1,2,1,1,0,3,0,6a056486e,2,0.2,0.2,1,3,0,0,1,2.0,0.04000000000000001,2
1,5,307,0,1,2,3,7,2,1,3,3,3,1,1,0,3,0,d111847a0,9,0.0,4.4,1,144,1,1,1,9.0,0.0,4
1,1,307,0,3,1,2,6,2,1,2,2,2,1,7,0,12,0,aa03b987e,8,0.1,1.2,0,36,1,0,1,8.0,0.12,2
1,2,44,141,2,3,7,0,2,1,3,3,2,1,1,0,12,0,de0f0272c,2,0.0,0.0,1,13,1,0,1,2.0,0.0,1
2,6,265,0,2,5,7,0,2,2,2,1,2,1,1,50,12,0,ec5069cf6,4,0.8,0.8,1,21,0,1,0,4.0,0.6400000000000001,3
1,2,307,0,1,2,0,0,2,1,2,2,2,1,1,0,12,0,40309f25c,1,0.7,1.5,1,28,1,0,1,1.0,1.0499999999999998,2
2,3,266,0,2,1,7,0,1,1,1,1,1,1,1,0,9,0,ddb8bed60,5,0.0,0.0,1,3,0,0,1,5.0,0.0,4
2,3,254,0,2,1,4,7,2,1,2,1,2,1,1,50,7,0,1727cfc45,3,0.1,1.1,1,93,0,0,0,3.0,0.11000000000000001,4
2,2,266,265,3,1,6,0,1,2,2,2,2,1,2,0,12,0,88876f4d5,2,0.0,1.0,1,20,1,0,1,2.0,0.0,4
2,1,299,0,1,1,5,6,1,1,2,2,2,1,1,0,12,0,c573a0ce7,6,0.1,4.6,1,104,0,0,1,6.0,0.45999999999999996,3
2,4,265,265,2,1,2,6,2,1,2,2,2,1,2,0,0,0,5ee34f0d2,0,0.2,3.2,1,125,0,1,1,0.0,0.6400000000000001,4
1,60,307,0,1,2,0,0,2,2,3,3,3,1,1,0,3,0,1ac7dad15,4,0.2,2.5,1,102,1,2,1,4.0,0.5,4
1,2,307,0,3,1,2,7,2,2,2,2,2,1,2,0,0,0,c92b59557,2,0.3,1.1,1,23,1,0,1,2.0,0.33,4
1,2,307,141,3,2,3,7,2,1,1,1,2,1,4,0,12,0,467aed7e3,5,0.4,4.4,1,165,1,0,1,5.0,1.7600000000000002,2
1,2,307,0,1,7,0,0,2,1,1,2,2,1,1,0,12,0,02cf14499,1,0.3,0.7,0,9,1,0,1,1.0,0.21,2
1,2,307,307,1,2,0,0,2,1,2,2,2,1,1,0,12,0,6ad5153bb,3,0.3,1.4,1,44,1,0,1,3.0,0.42,3
1,2,307,0,2,2,0,0,2,2,2,1,2,1,1,0,12,0,4f1bf01b6,4,0.6,4.0,1,70,1,0,1,4.0,2.4,2
2,8,266,0,2,1,2,7,2,1,3,3,3,1,1,0,3,0,a9be5c4ab,5,0.0,0.0,1,44,0,1,1,5.0,0.0,1
2,5,266,0,1,1,2,7,2,1,3,3,3,1,1,0,12,0,95d2a0bdf,1,0.9,0.9,1,9,0,1,1,1.0,0.81,1
1,1,307,0,2,1,4,7,2,1,2,2,2,1,1,0,12,0,7a59ae5ed,1,0.9,1.8,1,26,1,0,1,1.0,1.62,4
2,3,252,0,2,2,5,0,1,1,3,3,3,1,1,0,0,0,1b08020b7,4,0.0,3.8,1,160,0,0,1,4.0,0.0,4
1,2,307,0,2,2,0,0,2,2,2,2,2,1,1,0,12,0,308034707,9,0.1,0.1,1,3,1,0,1,9.0,0.010000000000000002,3
2,2,266,266,3,1,3,7,2,1,2,2,2,1,5,0,12,0,e129ff4a1,5,0.0,2.1,1,70,0,0,1,5.0,0.0,2
2,4,266,0,2,5,6,0,2,1,3,3,2,1,1,50,12,0,c47497b30,1,0.2,4.2,1,128,0,1,0,1.0,0.8400000000000001,4
1,36,205,0,2,7,0,0,1,3,1,1,2,2,1,0,9,0,e808828dc,2,0.3,3.1,1,61,0,2,1,2.0,0.9299999999999999,2
1,26,119,307,2,2,5,6,2,3,1,1,3,1,1,0,12,0,557f3e130,4,0.9,0.9,1,6,1,2,1,4.0,0.81,4
2,7,265,266,2,2,5,7,2,2,2,2,2,1,2,0,3,0,9197674f9,5,0.4,2.4,1,48,1,1,1,5.0,0.96,1
1,84,20,0,2,1,2,7,2,1,1,1,1,1,1,100,9,0,591fa7c31,1,0.1,0.1,1,3,0,3,0,1.0,0.010000000000000002,4
1,2,307,307,2,2,0,0,2,2,1,1,2,1,1,0,12,0,b93203aa7,5,0.0,0.0,1,2,1,0,1,5.0,0.0,0
2,2,247,265,2,1,2,6,1,2,2,2,2,1,3,0,3,0,ec7775c4f,7,0.1,3.8,1,149,1,0,1,7.0,0.38,0
1,3,141,307,2,1,0,0,3,1,1,1,2,1,1,0,8,0,c9d24314b,12,0.7,2.1,1,48,1,0,1,12.0,1.47,1
2,2,266,0,1,2,3,7,1,1,2,2,2,1,1,0,12,0,15721ae3c,5,0.3,3.5,1,120,0,0,1,5.0,1.05,1
1,2,26,307,1,1,2,7,3,1,1,1,2,1,1,0,12,0,f8d16f3ef,1,0.4,3.3,1,58,1,0,1,1.0,1.32,1
2,7,299,299,3,1,4,7,2,2,1,1,1,1,2,0,12,0,01e517961,2,0.1,3.9,1,57,0,1,1,2.0,0.39,4
2,4,266,265,2,3,7,0,2,1,1,1,2,1,1,0,12,1,1cd8131cd,1,0.8,3.5,1,31,1,1,1,2.0,2.8000000000000003,2
2,4,266,0,1,1,0,0,2,2,2,2,2,1,1,0,12,0,abe27623b,1,0.0,0.4,1,10,0,1,1,1.0,0.0,3
2,4,251,292,1,3,4,6,2,2,1,1,2,1,1,0,12,0,10400a0b8,0,0.5,2.1,1,43,1,1,1,0.0,1.05,2
2,1,266,0,2,6,0,0,1,1,2,2,2,1,1,0,12,0,bcd23d8c3,1,0.9,0.9,1,8,0,0,1,1.0,0.81,3
1,8,307,0,1,1,2,7,2,2,1,1,1,1,1,0,8,0,dc8359e75,1,0.2,1.7,1,54,1,1,1,1.0,0.34,4
1,1,307,307,3,1,2,7,1,2,2,2,2,1,5,0,12,0,fc02869d9,5,0.1,0.7,1,41,1,0,1,5.0,0.06999999999999999,4
1,36,109,109,1,3,0,0,3,2,3,3,3,1,1,0,12,0,7cf995ca4,1,0.0,0.1,0,13,0,2,1,1.0,0.0,1
2,1,299,0,3,1,4,6,1,1,2,2,2,1,4,0,0,0,d5df34957,7,0.5,1.7,1,52,0,0,1,7.0,0.85,3
2,4,266,0,2,1,0,0,2,1,2,2,2,1,1,0,1,0,bf5eb5d00,6,0.2,2.1,1,46,0,1,1,6.0,0.42000000000000004,2
2,24,266,0,2,1,2,7,2,1,2,1,2,1,1,0,12,0,2826f9095,5,0.0,0.0,1,53,0,2,1,5.0,0.0,4
2,36,266,0,2,1,6,7,2,2,2,2,1,1,1,0,3,0,c390140c3,4,0.5,3.5,1,39,0,2,1,4.0,1.75,4
1,1,307,0,2,1,3,0,2,2,2,2,2,1,1,0,3,0,3cc84c2f8,5,0.1,2.8,1,55,1,0,1,5.0,0.27999999999999997,1
2,2,266,0,1,3,7,0,2,2,2,1,2,1,1,0,7,0,bd2ad0f9d,5,0.7,1.5,1,15,0,0,1,5.0,1.0499999999999998,1
1,2,307,187,1,1,0,0,3,1,2,1,2,1,4,0,12,1,5b72e14bf,18,0.1,0.8,1,51,1,0,1,19.0,0.08000000000000002,3
2,6,265,0,1,4,7,0,2,2,1,1,1,1,1,100,12,0,0008c5398,6,0.7,2.8,1,47,0,1,0,6.0,1.9599999999999997,3
1,3,307,0,2,1,2,7,2,2,2,1,2,1,3,0,3,0,3497c1ad0,8,0.0,3.2,1,133,1,0,1,8.0,0.0,2
2,2,266,0,2,6,0,0,1,1,2,2,2,1,1,0,12,0,27b272e59,3,0.5,1.0,1,34,0,0,1,3.0,0.5,4
2,4,266,0,2,5,7,0,2,1,1,1,1,1,1,0,12,0,752c4af59,1,0.2,1.4,1,66,0,1,1,1.0,0.27999999999999997,2
1,2,307,307,3,2,0,0,2,2,2,2,2,1,3,0,12,0,3332eb59c,5,0.4,1.3,0,28,1,0,1,5.0,0.52,4
1,12,141,0,1,2,0,0,3,1,3,3,3,1,1,0,12,0,cc0a49f6f,1,-0.5,1.0,1,24,0,1,1,1.0,-0.5,2
2,2,292,0,3,2,5,7,1,2,2,1,2,1,2,0,12,0,8e6223402,6,0.8,0.8,1,14,0,0,1,6.0,0.6400000000000001,1
2,2,266,0,2,1,2,7,2,1,3,3,2,1,1,0,9,0,9b1b9876d,3,0.3,1.1,0,42,0,0,1,3.0,0.33,3
2,2,266,0,2,1,7,0,2,1,2,1,1,1,1,0,12,0,6d1fdcbfc,1,0.6,0.6,1,3,0,0,1,1.0,0.36,2
2,7,265,0,3,2,3,0,2,2,2,2,2,1,5,0,3,0,2e76362c0,9,0.0,0.7,1,16,0,1,1,9.0,0.0,4
2,3,266,0,2,1,0,0,2,1,2,1,2,1,1,0,12,0,0632ba05a,5,0.4,1.7,1,66,0,0,1,5.0,0.68,1
1,24,307,307,2,2,0,0,2,2,3,3,3,1,1,0,3,0,15df9cd46,4,0.4,2.9,0,44,1,2,1,4.0,1.16,3
1,12,307,213,1,1,2,7,2,1,1,1,1,1,1,0,12,0,3166b0f31,3,0.5,1.1,1,61,1,1,1,3.0,0.55,4
2,2,266,0,2,2,6,7,1,1,2,2,2,1,1,0,12,0,5a651d147,1,0.9,0.9,1,11,0,0,1,1.0,0.81,3
1,4,152,307,1,5,0,0,1,1,2,2,2,1,1,0,12,0,9b09114c4,3,0.9,0.9,1,30,1,1,1,3.0,0.81,2
1,4,141,307,1,5,0,0,3,2,1,1,1,1,1,0,12,0,8bc07d296,4,0.0,2.6,1,46,1,1,1,4.0,0.0,3
2,3,264,0,2,1,2,6,2,2,2,2,3,1,3,0,12,0,236824e39,5,0.2,0.2,1,3,0,0,1,5.0,0.04000000000000001,1
2,3,265,0,2,1,0,0,2,2,2,1,2,1,1,0,12,0,77e8dfeb9,2,0.0,0.0,1,30,0,0,1,2.0,0.0,3
2,12,266,0,2,1,7,0,2,1,2,1,2,1,7,0,8,0,b3c62d7f8,5,0.0,0.0,1,23,0,1,1,5.0,0.0,4
1,5,307,0,2,1,7,0,1,1,1,1,1,1,1,0,12,0,a3d9bc3aa,4,0.4,2.3,1,41,1,1,1,4.0,0.9199999999999999,4
1,24,31,39,1,1,7,0,2,3,1,1,2,1,1,0,12,0,a426ef14d,0,0.7,1.5,0,35,1,2,1,0.0,1.0499999999999998,4
2,4,266,0,2,6,0,0,2,1,2,2,2,1,1,0,12,0,831505752,4,0.6,1.3,0,19,0,1,1,4.0,0.78,2
1,2,307,0,2,3,0,0,2,2,2,2,2,1,1,0,12,0,3cf8487d4,21,0.7,4.3,1,80,1,0,1,21.0,3.01,2
1,50,195,0,2,1,6,0,1,2,1,1,3,1,1,100,8,0,36a216956,4,0.1,0.3,1,25,0,2,0,4.0,0.03,3
1,3,307,0,2,2,5,0,2,2,2,2,2,1,1,0,12,1,25fce0465,4,0.4,2.8,1,72,1,0,1,5.0,1.1199999999999999,4
1,12,307,307,2,1,5,7,3,1,1,1,1,1,1,0,12,0,3584bf68a,1,-0.2,0.2,1,13,1,1,1,1.0,-0.04000000000000001,4
1,2,307,0,3,1,2,3,1,2,2,2,2,1,12,0,12,0,af56651cb,5,0.2,0.8,1,17,1,0,1,5.0,0.16000000000000003,4
1,53,307,0,1,2,0,0,2,2,1,1,2,1,1,0,12,0,0d20efa95,5,0.7,2.9,1,96,1,2,1,5.0,2.03,3
1,7,307,0,1,1,2,7,2,2,1,1,2,1,1,0,0,0,83502a253,1,0.2,4.7,1,101,1,1,1,1.0,0.9400000000000001,4
2,6,266,266,1,4,0,0,2,1,2,2,2,1,1,0,3,0,b8d07c37b,6,0.3,2.8,1,102,0,1,1,6.0,0.84,2
1,1,307,307,2,2,0,0,2,2,1,1,2,1,1,0,12,0,119f813b2,2,0.1,0.1,1,2,1,0,1,2.0,0.010000000000000002,2
1,24,307,307,2,1,2,5,2,1,1,1,1,1,2,0,12,8,2d06250ab,30,0.0,3.4,1,256,1,2,1,38.0,0.0,4
1,3,307,0,2,2,0,0,2,1,2,1,2,1,1,0,12,0,2e1853b79,4,-0.4,0.8,1,19,1,0,1,4.0,-0.32000000000000006,3
2,1,266,0,3,1,4,7,1,1,2,2,2,1,3,0,12,0,f34b0a578,2,0.1,0.6,0,51,0,0,1,2.0,0.06,1
1,2,307,0,1,1,2,0,2,2,1,1,2,1,1,0,12,0,1da3eb996,5,0.5,1.0,1,25,1,0,1,5.0,0.5,1
1,9,307,307,1,2,5,0,2,1,2,1,2,1,1,0,12,0,f1c03b3d0,2,0.0,0.0,1,22,1,1,1,2.0,0.0,2
2,24,285,0,2,1,6,7,3,2,1,1,1,1,1,0,9,0,24c1b4eac,2,0.9,0.9,0,5,0,2,1,2.0,0.81,3
1,72,75,0,2,3,0,0,1,3,1,1,1,1,1,500,3,0,4cfd979dc,2,0.0,2.9,1,112,0,3,0,2.0,0.0,2
1,2,307,0,2,1,2,3,2,2,2,1,2,1,3,0,12,0,6e14e0fa4,3,0.8,0.8,1,14,1,0,1,3.0,0.6400000000000001,4
1,4,307,109,1,3,0,0,2,2,1,2,1,1,1,0,12,0,a44b2389a,2,0.7,0.7,1,25,1,1,1,2.0,0.48999999999999994,4
1,3,307,0,2,2,0,0,2,1,2,1,3,1,1,0,12,0,5c82c5903,2,0.4,0.4,1,7,1,0,1,2.0,0.16000000000000003,4
1,36,204,0,1,1,0,0,2,2,1,1,1,1,1,250,12,0,6134ae21d,5,0.3,6.1,1,247,0,2,0,5.0,1.8299999999999998,3
1,1,307,0,3,1,0,0,2,1,2,2,2,1,7,0,12,1,85f63b533,3,0.1,0.1,0,8,1,0,1,4.0,0.010000000000000002,2
1,4,307,0,2,2,0,0,2,1,1,1,2,1,1,0,12,0,d21ed8b84,1,0.3,1.3,1,21,1,1,1,1.0,0.39,3
1,60,179,0,2,2,0,0,1,1,1,1,1,2,1,0,12,0,2a3796cbd,4,0.2,4.4,1,190,0,2,1,4.0,0.8800000000000001,1
2,3,266,0,1,1,0,0,1,1,2,1,2,1,1,0,12,0,c07eb487c,1,0.0,2.4,1,97,0,0,1,1.0,0.0,3
1,1,307,0,2,2,5,0,2,1,2,2,2,1,2,0,3,0,1a3a45096,2,-0.2,0.6,0,5,1,0,1,2.0,-0.12,2
1,24,307,0,2,2,0,0,2,1,1,1,1,1,1,250,12,0,2abfa66d6,2,0.4,1.8,1,46,1,2,0,2.0,0.7200000000000001,4
2,3,265,0,2,2,5,0,2,2,1,1,2,1,1,300,12,0,4e1033fe2,5,0.4,2.4,1,176,0,0,0,5.0,0.96,1
1,2,307,0,1,2,7,0,1,1,2,1,2,1,1,0,12,0,4866e37fe,1,0.4,1.0,1,26,1,0,1,1.0,0.4,2
1,3,307,0,2,2,0,0,2,1,1,1,2,1,1,0,3,0,5c7136c2e,1,0.5,1.1,1,6,1,0,1,1.0,0.55,3
1,2,307,218,3,1,2,3,2,3,2,2,2,1,2,0,8,0,3664119b9,2,0.4,1.7,1,48,1,0,1,2.0,0.68,1
1,3,307,0,1,2,6,0,2,1,1,1,2,1,1,0,12,0,610ece7bd,3,0.7,1.5,1,15,1,0,1,3.0,1.0499999999999998,3
1,2,307,307,2,2,0,0,2,2,1,1,2,1,1,0,3,0,403aa5c4b,1,0.4,1.4,1,37,1,0,1,1.0,0.5599999999999999,2
1,5,141,0,2,1,0,0,2,2,1,1,2,1,1,0,12,0,d5b9e0322,8,0.3,1.9,1,42,0,1,1,8.0,0.57,1
2,72,266,0,2,1,0,0,2,2,1,1,1,1,2,0,3,0,c267a86af,3,0.3,2.2,1,59,0,3,1,3.0,0.66,3
2,3,265,0,1,1,0,0,1,2,2,2,2,1,1,0,12,0,57b35b749,1,0.6,0.6,1,12,0,0,1,1.0,0.36,2
1,6,60,0,2,2,0,0,1,1,2,2,2,1,1,0,3,1,c42e5a129,2,0.5,1.5,0,20,0,1,1,3.0,0.75,3
1,5,307,307,1,1,0,0,2,2,1,1,2,1,1,0,12,0,a0f76e19b,3,-0.2,0.6,1,52,1,1,1,3.0,-0.12,3
2,6,285,265,1,1,7,0,3,2,2,1,2,1,1,0,12,0,886e903a4,5,0.0,0.0,1,46,1,1,1,5.0,0.0,3
1,14,307,202,2,2,0,0,2,2,1,1,1,1,1,0,3,0,c68936b74,4,0.4,2.5,1,24,1,2,1,4.0,1.0,4
2,12,266,0,1,2,7,0,2,1,2,2,2,1,2,0,0,0,8af4db3f3,4,0.4,1.7,0,29,0,1,1,4.0,0.68,4
2,1,265,0,2,2,5,7,1,2,2,2,2,1,1,0,12,0,4652decf5,3,0.2,0.2,1,24,0,0,1,3.0,0.04000000000000001,1
1,24,218,0,1,7,0,0,2,2,3,3,3,1,1,100,9,0,a22daaa5f,3,0.5,1.0,1,16,0,2,0,3.0,0.5,3
2,12,266,0,2,2,0,0,1,1,2,2,2,1,1,0,12,0,fcd21f3ec,5,-0.2,0.9,0,31,0,1,1,5.0,-0.18000000000000002,2
2,3,266,0,2,5,0,0,2,1,1,1,2,1,2,0,12,0,2f73851f5,3,0.0,5.3,1,176,0,0,1,3.0,0.0,4
1,3,307,0,1,1,2,5,2,1,2,1,2,1,1,0,12,0,ff832cb7e,5,0.3,3.7,1,54,1,0,1,5.0,1.11,4
1,2,307,0,1,1,5,0,2,2,2,3,2,1,1,0,3,0,ad70b1120,5,0.3,1.6,1,22,1,0,1,5.0,0.48,4
2,12,264,0,2,6,7,0,2,3,3,3,2,1,1,0,12,0,1de8444a7,4,0.1,7.1,1,157,0,1,1,4.0,0.71,1
2,1,299,0,1,6,0,0,2,2,2,2,2,1,1,0,3,0,4c55ffdb7,3,0.1,2.0,1,79,0,0,1,3.0,0.2,2
1,60,213,0,1,7,0,0,2,2,2,2,2,1,1,0,8,0,f980544af,3,0.0,0.0,1,8,0,2,1,3.0,0.0,1
1,3,307,103,1,1,2,0,2,1,2,1,1,1,1,0,3,0,9120f2894,4,0.3,0.3,1,20,1,0,1,4.0,0.09,1
1,36,206,0,1,2,5,7,3,2,3,3,1,1,1,750,12,0,f073c005e,9,0.1,12.5,1,384,0,2,0,9.0,1.25,2
1,2,26,307,1,1,2,0,3,1,1,1,2,1,1,0,12,0,a04a67a2e,5,0.4,1.2,1,20,1,0,1,5.0,0.48,3
1,24,307,0,1,1,2,0,3,2,1,1,2,1,1,0,3,1,ec4ed9fe6,1,0.1,6.8,1,216,1,2,1,2.0,0.68,4
1,12,307,0,2,2,0,0,2,1,2,1,1,1,1,0,0,0,511b4a044,4,0.1,2.7,1,71,1,1,1,4.0,0.27,3
1,36,307,0,2,2,0,0,2,1,1,1,1,1,1,0,12,0,e37f4aa07,1,0.0,0.0,1,6,1,2,1,1.0,0.0,3
1,78,20,0,1,2,5,7,2,2,2,1,2,1,1,0,3,0,10a093758,0,0.7,0.7,1,5,0,3,1,0.0,0.48999999999999994,4
2,2,266,0,3,1,4,7,1,1,2,2,2,1,3,0,12,0,573ebc9a8,8,0.0,1.4,1,59,0,0,1,8.0,0.0,2
1,4,307,0,1,1,0,0,1,1,1,2,2,1,1,0,12,0,36b7411f9,6,0.1,2.3,1,35,1,1,1,6.0,0.22999999999999998,1
1,2,307,39,2,1,4,7,2,1,2,1,2,1,1,0,3,0,88db34068,3,0.4,2.9,1,81,1,0,1,3.0,1.16,1
2,1,265,0,2,7,0,0,1,2,2,2,2,1,1,0,12,0,b82ec4b47,3,0.9,0.9,0,17,0,0,1,3.0,0.81,3
1,3,307,189,1,1,7,0,3,2,1,1,2,2,2,0,12,0,6f46311db,9,0.1,0.8,1,50,1,0,1,9.0,0.08000000000000002,1
1,1,307,0,2,2,3,5,2,2,2,2,2,1,1,0,12,0,a1ba2f016,3,0.4,0.8,1,39,1,0,1,3.0,0.32000000000000006,1
1,2,307,0,2,1,2,0,2,2,2,2,2,1,1,0,12,0,5a828ec3e,9,0.0,0.0,1,59,1,0,1,9.0,0.0,2
1,36,307,0,2,1,2,0,2,1,2,2,1,1,1,0,12,0,8813e5e4d,2,0.9,0.9,1,65,1,2,1,2.0,0.81,4
1,24,307,0,1,1,5,0,1,2,3,3,3,2,1,0,12,0,b8c54bc91,1,0.0,0.0,1,9,1,2,1,1.0,0.0,2
1,2,213,307,1,2,3,0,2,2,2,2,2,1,1,0,12,0,c0b5e6036,9,0.3,0.6,1,16,1,0,1,9.0,0.18,3
2,0,266,0,3,1,5,7,2,2,2,2,2,1,4,0,12,0,9c31047a7,3,0.0,0.7,1,58,0,0,1,3.0,0.0,1
2,4,250,0,1,1,0,0,2,3,1,1,1,1,4,0,12,0,2c88aa53a,1,0.4,5.2,1,128,0,1,1,1.0,2.08,4
2,1,265,0,2,1,3,7,2,2,2,2,2,1,1,0,0,0,e3427692e,3,0.4,1.0,1,19,0,0,1,3.0,0.4,1
2,24,265,0,2,1,4,7,2,2,1,1,1,1,1,0,3,0,79ace4e40,1,0.3,0.3,1,7,0,2,1,1.0,0.09,4
2,5,266,0,1,1,7,0,2,1,2,1,2,1,1,0,12,0,122092781,4,0.3,3.1,1,63,0,1,1,4.0,0.9299999999999999,2
2,6,265,0,3,1,4,7,2,2,2,1,2,1,4,0,12,0,8abd027df,5,0.0,0.0,1,49,0,1,1,5.0,0.0,1
2,1,265,0,2,1,6,0,1,2,2,2,2,1,1,0,3,0,d3692d2b2,2,0.0,0.0,0,83,0,0,1,2.0,0.0,1
1,1,307,0,2,1,7,0,2,2,2,2,2,1,1,20,9,0,b0b9f2902,1,0.1,0.4,1,25,1,0,0,1.0,0.04000000000000001,2
